City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,zouerate,22.7187,-12.4521,21.68,18,0,3.93,MR,1700182179
366,bandarbeyla,9.4942,50.8122,26.86,80,100,3.77,SO,1700182332
367,taltal,-25.4,-70.4833,17.84,67,100,1.84,CL,1700182332
368,suining,30.508,105.5733,11.46,49,100,0.78,CN,1700182333
369,luoyang,34.6836,112.4536,9.32,30,0,3.12,CN,1700182250
370,petal,31.3466,-89.2601,18.29,91,100,1.54,US,1700182333
371,plattsmouth,41.0114,-95.8822,15.94,71,0,3.09,US,1700182323
372,camas,37.402,-6.0331,17.95,81,0,2.57,ES,1700182334
373,yorkton,51.2167,-102.4677,-1.09,69,0,5.14,CA,1700182334
374,turpan,42.9333,89.1667,2.82,51,0,0.44,CN,1700182334
375,lupao,15.8793,120.8983,27.76,63,22,2.34,PH,1700182335
376,haiku-pauwela,20.9219,-156.3051,24.59,78,40,6.69,US,1700182335
377,tawau,4.2498,117.8871,28.07,77,93,2.59,MY,1700182335
378,port douglas,-16.4833,145.4667,26.11,60,5,2.63,AU,1700182108
379,gadzhiyevo,69.2551,33.3362,-7.69,81,100,9.35,RU,1700182336
380,zhigalovo,54.8097,105.1578,-8.33,94,100,0.34,RU,1700182336
381,tual,-5.6667,132.75,27.67,70,4,3.2,ID,1700182336
382,ratnagiri,16.9833,73.3,23.32,57,2,2.43,IN,1700182337
383,arno,60.1167,18.6333,-0.12,72,93,0.66,SE,1700182337
384,bhilwara,25.35,74.6333,14.2,48,8,1.94,IN,1700182337
385,conceicao da barra,-18.5933,-39.7322,24.66,84,0,5.4,BR,1700182338
386,saint-philippe,-21.3585,55.7679,22.77,90,88,4.89,RE,1700182338
387,whangarei,-35.7317,174.3239,23.79,52,99,3.42,NZ,1700182160
388,khamis mushait,18.3064,42.7292,14.34,82,0,0.0,SA,1700182339
389,mildura,-34.2,142.15,19.48,42,0,5.25,AU,1700182339
390,sandnessjoen,66.0217,12.6316,-17.71,62,98,3.6,NO,1700182339
391,maxixe,-23.8597,35.3472,20.32,75,100,2.94,MZ,1700182339
392,igoumenitsa,39.5039,20.2656,15.37,74,16,1.99,GR,1700182340
393,nurota,40.5614,65.6886,18.98,16,100,4.74,UZ,1700182340
394,bandon,51.7469,-8.7425,6.77,89,100,3.03,IE,1700182215
395,melfort,52.8667,-104.6177,-1.93,74,100,3.6,CA,1700182341
396,stephenville,32.2207,-98.2023,16.44,83,0,2.57,US,1700182079
397,banda aceh,5.5577,95.3222,27.08,81,100,1.65,ID,1700182342
398,dwarka,22.2394,68.9678,25.06,54,14,5.37,IN,1700182342
399,lazaro cardenas,17.9583,-102.2,27.71,81,11,1.9,MX,1700182339
400,lycksele,64.5954,18.6735,-21.98,77,23,0.0,SE,1700182342
401,taulaga,-11.0553,-171.0883,29.12,72,20,2.04,AS,1700182166
402,vallenar,-28.5708,-70.7581,14.77,44,71,2.0,CL,1700182343
403,serhetabat,35.2799,62.3438,18.08,15,56,3.45,TM,1700182344
404,mersa matruh,31.3525,27.2453,19.11,82,40,2.57,EG,1700182344
405,ain taya,36.7933,3.2869,12.91,76,0,1.54,DZ,1700182345
406,vedaraniyam,10.3667,79.85,26.05,87,100,4.51,IN,1700182345
407,nadym,65.5333,72.5167,-17.02,90,100,3.82,RU,1700182345
408,edgewater,28.9889,-80.9023,21.73,97,100,7.2,US,1700182346
409,hilo,19.7297,-155.09,23.95,83,100,4.12,US,1700182346
410,pokhara,28.2333,83.9833,15.3,39,0,2.94,NP,1700182346
411,timimoun,29.2639,0.231,18.21,36,0,6.69,DZ,1700182347
412,askoy,60.4092,5.226,2.16,69,100,1.54,NO,1700182347
413,selfoss,63.9331,-20.9971,5.02,85,99,4.03,IS,1700182347
414,tolbazy,54.0241,55.8825,2.17,98,100,3.08,RU,1700182348
415,vilhena,-12.7406,-60.1458,26.74,37,99,1.73,BR,1700182348
416,motygino,58.1831,94.7592,0.99,96,100,5.36,RU,1700182348
417,touros,-5.1989,-35.4608,26.26,72,14,5.9,BR,1700182109
418,essaouira,31.5125,-9.77,18.72,68,40,3.09,MA,1700182349
419,palikir - national government center,6.9248,158.1611,30.41,79,100,3.09,FM,1700182349
420,qamdo,31.1667,97.2333,-5.15,49,100,1.33,CN,1700182350
421,jwaneng,-24.6004,24.7303,21.55,62,100,3.37,BW,1700182350
422,wendo,6.6,38.4167,15.3,93,63,1.48,ET,1700182350
423,mwinilunga,-11.7358,24.4293,16.58,97,100,1.17,ZM,1700182351
424,fujin,47.26,132.0322,-2.49,97,100,5.86,CN,1700182351
425,lubang,13.8584,120.124,27.72,75,86,9.34,PH,1700182351
426,kristiansund,63.1115,7.732,-0.64,64,25,2.57,NO,1700182351
427,roghun,38.7826,69.8708,8.1,33,100,3.96,TJ,1700182352
428,arica,-18.475,-70.3042,19.75,72,100,5.66,CL,1700182057
429,chui,-33.6971,-53.4616,13.97,79,0,2.44,UY,1700182277
430,grand falls-windsor,48.9332,-55.6649,-0.28,92,100,1.5,CA,1700182353
431,rongelap,11.1635,166.8941,28.1,81,5,8.04,MH,1700182353
432,challapata,-18.9,-66.7667,12.98,43,100,4.59,BO,1700182353
433,oamaru,-45.0784,170.9801,9.1,91,100,8.99,NZ,1700182353
434,yeniseysk,58.4497,92.1703,2.75,76,100,4.47,RU,1700182354
435,madera,37.1666,-119.8343,20.95,58,100,0.39,US,1700182318
436,kutulik,53.3508,102.7839,-6.9,94,100,2.09,RU,1700182354
437,kerikeri,-35.2268,173.9474,22.48,57,100,5.29,NZ,1700182354
438,rusape,-18.5278,32.1284,13.14,62,2,1.05,ZW,1700182355
439,lincoln city,44.9582,-124.0179,10.54,87,58,2.68,US,1700182152
440,amos,48.5669,-78.1162,4.34,66,100,7.33,CA,1700182355
441,carolina beach,34.0352,-77.8936,19.45,84,100,5.79,US,1700182355
442,souillac,-20.5167,57.5167,22.21,94,75,2.06,MU,1700182356
443,caminauit,12.3314,121.0825,28.49,68,25,3.82,PH,1700182356
444,keflavik,64.0049,-22.5624,4.95,81,0,4.63,IS,1700182356
445,al mijlad,11.0333,27.7333,26.67,25,100,7.1,SD,1700182356
446,condoto,5.0935,-76.6497,24.37,95,95,0.84,CO,1700182357
447,sao tome,0.3365,6.7273,26.4,83,54,2.46,ST,1700182357
448,port macquarie,-31.4333,152.9167,16.89,87,100,7.14,AU,1700182357
449,kuragino,53.8975,92.6725,-5.14,91,100,1.99,RU,1700182357
450,slave lake,55.2834,-114.769,2.99,52,0,6.69,CA,1700182358
451,cozumel,20.5083,-86.9458,27.19,86,0,2.68,MX,1700182358
452,levuka,50.1834,-105.4011,-4.16,76,100,5.1,CA,1700182358
453,mar del plata,-38.0023,-57.5575,15.61,76,0,11.62,AR,1700182130
454,derebucak,37.3918,31.5092,5.22,86,8,2.67,TR,1700182359
455,makoua,0.0069,15.6333,22.6,98,100,1.93,CG,1700182359
456,bonnyville,54.2668,-110.735,2.62,50,100,4.54,CA,1700182359
457,lucea,18.451,-78.1736,24.92,90,100,4.03,JM,1700182360
458,khash,28.2211,61.2158,13.62,67,84,1.74,IR,1700182360
459,olonets,60.9847,32.9698,-7.94,92,12,1.18,RU,1700182360
460,galveston,29.3669,-94.9669,18.33,89,100,2.06,US,1700182204
461,guerrero negro,27.9769,-114.0611,21.0,87,100,7.27,MX,1700182361
462,srivardhan,18.0333,73.0167,22.93,57,5,2.66,IN,1700182361
463,kismayo,-0.3582,42.5454,26.87,82,81,3.35,SO,1700182361
464,lerwick,60.1545,-1.1494,5.41,72,99,3.52,GB,1700182361
465,inongo,-1.95,18.2667,21.97,97,100,1.88,CD,1700182362
466,ribeira brava,32.65,-17.0667,22.62,63,81,2.04,PT,1700182362
467,al ghayzah,16.2079,52.176,25.72,80,100,3.07,YE,1700182362
468,nanaimo,49.1663,-123.936,6.87,84,75,1.54,CA,1700182129
469,kuqa,41.7278,82.9364,1.92,45,11,1.81,CN,1700182363
470,beloyarskiy,63.7119,66.6722,-10.0,96,100,0.89,RU,1700182363
471,el calafate,-50.3408,-72.2768,6.88,79,2,5.05,AR,1700182363
472,fort-shevchenko,44.5086,50.263,10.53,83,4,7.13,KZ,1700182363
473,quebo,11.3333,-14.9333,23.55,93,0,1.46,GW,1700182363
474,conde,-7.2597,-34.9075,25.7,78,20,2.06,BR,1700182364
475,siniscola,40.5719,9.6922,18.75,71,1,6.19,IT,1700182364
476,petropavlivka,48.4564,36.4367,5.87,81,100,5.65,UA,1700182364
477,cloquet,46.7216,-92.4594,4.26,67,75,6.69,US,1700182364
478,san carlos de bariloche,-41.1456,-71.3082,6.86,81,100,15.95,AR,1700182322
479,kargasok,59.0556,80.8572,-0.02,100,100,2.24,RU,1700182365
480,pagar alam,-4.0167,103.2667,24.21,85,100,0.39,ID,1700182365
481,ca mau,9.1769,105.15,25.46,90,100,3.99,VN,1700182365
482,lijiang,26.8688,100.2207,7.12,83,100,1.15,CN,1700182366
483,jabat,7.75,168.9751,28.33,80,100,6.98,MH,1700182366
484,porto franco,-6.3383,-47.3992,26.81,64,11,1.55,BR,1700182366
485,guangyuan,32.442,105.823,8.6,63,28,0.86,CN,1700182366
486,douz,33.4663,9.0203,16.03,49,52,2.46,TN,1700182367
487,amursk,50.2261,136.8994,-6.68,83,100,4.65,RU,1700182367
488,sungailiat,-1.85,106.1333,27.49,79,100,2.29,ID,1700182367
489,tarawa,1.419,172.984,28.93,76,100,4.76,KI,1700182367
490,kita,13.0349,-9.4895,23.64,18,0,1.48,ML,1700182367
491,broken hill,-31.95,141.4333,21.72,26,0,5.64,AU,1700182368
492,mili,6.0815,171.735,28.72,76,100,6.45,MH,1700182368
493,san pedro del parana,-26.8333,-56.2,24.36,92,100,3.16,PY,1700182369
494,alexandria,31.2156,29.9553,19.3,70,21,2.79,EG,1700182159
495,east grand forks,47.93,-97.0245,0.01,77,0,2.57,US,1700182370
496,sarande,39.8756,20.0053,15.42,83,22,1.32,AL,1700182370
497,pankrushikha,53.8319,80.3406,4.08,89,100,3.64,RU,1700182370
498,roma,43.2128,-75.4557,11.04,81,0,0.0,US,1700182264
499,cidade velha,14.9167,-23.6167,26.26,53,0,5.14,CV,1700182371
500,gamba,-2.65,10.0,25.52,90,100,2.71,GA,1700182371
501,kolonia,50.9333,6.95,7.55,87,0,2.57,DE,1700182371
502,prado,-17.3411,-39.2208,24.8,87,20,6.19,BR,1700182280
503,pukchil-lodongjagu,40.2019,125.7483,-1.94,66,13,2.7,KP,1700182371
504,warrnambool,-38.3833,142.4833,18.53,61,70,5.17,AU,1700182372
505,monster,52.0258,4.175,6.12,93,100,0.51,NL,1700182372
506,fraserburgh,57.6874,-2.0184,4.51,80,25,0.86,GB,1700182372
507,rice lake,45.5061,-91.7382,11.82,60,40,8.75,US,1700182372
508,qarauyl,48.9451,79.255,4.89,47,98,7.68,KZ,1700182373
509,saint-joseph,-21.3667,55.6167,22.21,90,89,4.95,RE,1700182373
510,es castell,39.8795,4.2854,15.38,100,0,2.57,ES,1700182373
511,chernihiv,51.0,32.0,2.07,92,93,5.09,UA,1700182093
512,calamba,14.2117,121.1653,30.03,68,100,6.03,PH,1700182374
513,hingoli,19.7167,77.15,17.49,64,18,3.31,IN,1700182374
514,taseyevo,57.2169,94.8978,2.97,60,100,4.92,RU,1700182374
515,marka,1.7159,44.7717,27.27,79,37,3.89,SO,1700182374
516,belomorsk,64.5232,34.7668,-9.21,76,85,4.85,RU,1700182375
517,lake stevens,48.0151,-122.0637,7.38,83,0,3.09,US,1700182375
518,basco,20.4487,121.9702,24.41,81,97,14.77,PH,1700182375
519,havana,23.133,-82.383,24.24,88,20,0.51,CU,1700182123
520,cabugao,17.7931,120.4578,29.94,62,72,3.24,PH,1700182376
521,vaasa,63.096,21.6158,-3.92,87,100,3.58,FI,1700182376
522,saiha,22.4833,92.9667,18.0,100,100,1.45,IN,1700182376
523,ghanzi,-21.5667,21.7833,22.8,58,100,3.34,BW,1700182376
524,prieska,-29.6641,22.7474,22.69,54,32,5.06,ZA,1700182376
525,masterton,-40.9597,175.6575,15.49,95,100,4.96,NZ,1700182377
526,alofi,-19.0595,-169.9187,27.94,89,75,3.6,NU,1700182377
527,thale,51.75,11.05,3.41,91,100,3.08,DE,1700182377
528,velikiye luki,56.34,30.5452,-3.65,85,35,1.81,RU,1700182378
529,osmaneli,40.3572,30.0142,3.79,88,20,1.17,TR,1700182378
530,along,28.1667,94.7667,16.43,55,100,0.97,IN,1700182378
531,pitanga,-24.7572,-51.7614,21.39,70,11,1.16,BR,1700182378
532,ghoti budrukh,19.7167,73.6333,17.86,57,0,3.05,IN,1700182378
533,namibe,-15.1961,12.1522,23.97,72,100,3.22,AO,1700182379
534,shahr-e kord,32.3256,50.8644,3.87,81,20,1.03,IR,1700182379
535,nieuw amsterdam,5.8833,-55.0833,25.09,93,40,1.54,SR,1700182379
536,bel ombre,-4.6167,55.4167,24.91,94,20,1.03,SC,1700182379
537,kirakira,-10.4544,161.9205,28.58,75,16,4.43,SB,1700182379
538,acajutla,13.5928,-89.8275,27.47,80,87,1.83,SV,1700182380
539,mount pearl,47.5166,-52.7813,0.08,80,100,2.57,CA,1700182380
540,dadukou,26.5479,101.7054,12.51,66,99,0.21,CN,1700182380
541,ermenek,36.6404,32.8918,5.36,84,23,3.1,TR,1700182380
542,male,4.1748,73.5089,26.97,89,75,3.6,MV,1700182381
543,usevia,-7.1,31.2333,21.45,78,78,2.34,TZ,1700182381
544,kidal,18.4411,1.4078,23.08,20,0,5.06,ML,1700182381
545,kozhevnikovo,56.2589,83.9714,1.81,92,100,2.76,RU,1700182381
546,ghadamis,30.1337,9.5007,17.81,40,0,3.31,LY,1700182382
547,yauya,-8.9833,-77.3,11.98,80,100,1.46,PE,1700182382
548,santa cruz,-17.8,-63.1667,31.7,51,20,6.17,BO,1700182382
549,coquimbo,-29.9533,-71.3436,13.85,82,40,4.12,CL,1700182382
550,gonabad,34.3529,58.6837,13.93,41,44,2.46,IR,1700182383
551,ghat,24.9647,10.1728,17.16,43,0,1.64,LY,1700182383
552,nelson bay,-32.7167,152.15,20.62,69,58,4.02,AU,1700182383
553,rurrenabaque,-14.4413,-67.5278,31.92,46,99,2.64,BO,1700182383
